the_geom,Latitude,Longitude,Location,Name,Quantity,Type
POINT (-87.63989799999999 41.896841),41.896841,-87.639898,444 West Chicago Avenue,444 West Chicago Avenue - Urban Lights Farm,1,Type B
POINT (-87.64991599999999 41.95439499999999),41.954395,-87.649916,801-805 West Irving Park Road,"801 West Irving Park Road - Lakeside Food, Wine, & Spirits",1,Type B
POINT (-87.71947699999998 41.93671),41.93671,-87.719477,3049 North Milwaukee Avenue,3049 N Milwaukee Ave,1,Type B
POINT (-87.64151799999999 41.932597),41.932597,-87.641518,2756-2760 North Pine Grove Avenue,SW corner of Diversey/Pine Grove,1,Type B
POINT (-87.739155 41.96090199999999),41.960902,-87.739155,4419 West Montrose Avenue,"Old Irving Brewery, 4415 W Montrose Ave",2,Type B
POINT (-87.784393 41.99416),41.99416,-87.784393,6207 North Milwaukee Avenue,6207 North Milwaukee Avenue,1,Type B
POINT (-87.65039200000001 41.95435),41.95435,-87.650392,3959 North Broadway,3959 North Broadway - H&R Block,1,Type B
POINT (-87.653682 41.966165),41.966165,-87.653682,931 West Eastwood Avenue,The People's Music School,1,Type B
POINT (-87.67030654999999 41.87643517000001),41.87643517,-87.67030655,1700 W Van Buren,Rush Medical Building,3,Type B
POINT (-87.666718 41.88638799999999),41.886388,-87.666718,235 North Ashland Avenue,Cobra Lounge,2,Type B
POINT (-87.681516 41.718620999999985),41.718621,-87.681516,9601-9629 South Western Avenue,Hearty Cafe,1,Type B
POINT (-87.629077 41.677795),41.677795,-87.629077,239-243 West 119th Street,241 West 119th Street - Danny's Barber Shop,1,Type B
POINT (-87.650545 41.82984600000001),41.829846,-87.650545,974 West 35th Place,"Jimmy John's, 974 West 35th Place",1,Type B
POINT (-87.63487899999998 41.89021199999999),41.890212,-87.634879,212-222 West Hubbard Street,212-222 West Hubbard Street,1,Type B
POINT (-87.62442799999998 41.858596),41.858596,-87.624428,1720 South Michigan Avenue,1720 S Michigan Condo Association,1,Type B
POINT (-87.680341 41.912573),41.912573,-87.680341,1701 North Milwaukee Avenue,1701 North Milwaukee Avenue - Public Library,3,Type B
POINT (-87.71173800000001 41.968625),41.968625,-87.711738,3336 West Lawrence Avenue - Cilantro Taco House,3336 West Lawrence Avenue - Cilantro Taco House,1,Type B
POINT (-87.69518699999999 41.96856699999999),41.968567,-87.695187,2632 W. Lawrence Ave,Harvest Time Foods,1,Corral
POINT (-87.65380599999999 41.744018999999994),41.744019,-87.653806,8228-8240 South Racine Avenue,8238 South Racine Avenue - B & B's Ice Cream and Candy,1,Type B
POINT (-87.75419574 41.931517029999995),41.93151703,-87.75419574,5100 W.	Diversey Avenue,New Life Covenant Church,1,Type B
POINT (-87.714265 41.924642),41.924642,-87.714265,3509 W. Fullerton,Park & Field,2,Type B
POINT (-87.649151 41.94510900000001),41.945109,-87.649151,3451 North Halsted Street,3453 North Halsted Street - Trickery,1,Type B
POINT (-87.62966399999999 41.883056),41.883056,-87.629664,55-69 West Washington Street,69 West Washington Street,2,Type B
POINT (-87.67832099999998 41.91108099999998),41.911081,-87.678321,1629 North Milwaukee Avenue,1623 N. Milwaukee,1,Type B
POINT (-87.68782099999999 41.916922),41.916922,-87.687821,1958 North Milwaukee Avenue,"1958 N. Milwaukee, 1st Ward Office",1,Type B
POINT (-87.70584121 41.87581372),41.87581372,-87.70584121,3159 W. Van Buren,Pete's Place Restaurant ( V &K),1,Type B
POINT (-87.649509 41.907453000000004),41.907453,-87.649509,1440 N Dayton St,"Fusion Academy, 1440 N Dayton St",2,Type B
POINT (-87.71939 41.947462000000016),41.947462,-87.71939,3631 W. Addison,Addison Blue Line,3,Type B
POINT (-87.713605 41.964625000000005),41.964625,-87.713605,3403-3411 West Wilson Avenue,Roosevelt High School,2,Plaza Rack
POINT (-87.75483277999999 41.93883876999998),41.93883877,-87.75483278,5108 W. Belmont Ave,Public Library,1,Type B
POINT (-87.670087 41.90330699999999),41.903307,-87.670087,1644 W. Division,Target,2,Decorative
POINT (-87.658872 41.967586000000004),41.967586,-87.658872,4707-13 N. Broadway,"4707-13 N. Broadway, Uptown & Broadway Building.",1,Type B
POINT (-87.613252 41.70711299999999),41.707113,-87.613252,407-415 East 103rd Street,409 East 103rd Street - Jerk Chicken,1,Type B
POINT (-87.67055883999998 41.89627406999998),41.89627407,-87.67055884,1718 W Chicago Ave,CrossFit CE,1,Type B
POINT (-87.63301399999999 41.889732),41.889732,-87.633014,400 North La Salle Boulevard,350 North LaSalle,3,Type B
POINT (-87.672699 41.889792),41.889792,-87.672699,1815 W. Hubbard,1815 W. Hubbard,2,Type B
POINT (-87.6649 41.998328),41.998328,-87.6649,1344-1346 West Devon Avenue,1340 W. Devon Ave,1,Decorative
POINT (-87.678775 41.91015699999999),41.910157,-87.678775,2029-2033 West North Avenue,Chop Shop,2,Type B
POINT (-87.698434 41.960175),41.960175,-87.698434,4326 N California Ave,"Spark Montessori, 4326 N California Ave",2,Type B
POINT (-87.889198 41.973822),41.973822,-87.889198,O'Hare International Terminal Departures,O'Hare Terminal 5,10,Type B
POINT (-87.66875600000002 41.94737200000001),41.947372,-87.668756,3617 North Ashland Avenue,Urban Lift Salon,1,Type B
POINT (-87.716223 41.934855999999996),41.934856,-87.716223,2935 North Milwaukee Avenue,"2935 N. Milwaukee, Record Breaker",1,Type B
POINT (-87.662919 41.88713899999999),41.887139,-87.662919,304 N Loomis St,"Eyas Landing/Blue Bird Day School, 304 N Loomis St",2,Type B
POINT (-87.649779 41.94672),41.94672,-87.649779,3542 North Halsted Street,3542 North Halsted Street - Diva Thai and Sushi Bar,1,Type B
POINT (-87.70603348999998 41.95374287999999),41.95374288,-87.70603349,3109 W Irving Park Rd,Patino's Grill,1,Type B
POINT (-87.77780965 41.93120532),41.93120532,-87.77780965,6040 W. Diversey,Carniceria Guanajuato,1,Type B
POINT (-87.72546438 41.86702789999999),41.8670279,-87.72546438,4027 W. Greenshaw,Frazier International Magnet School,1,Type B
POINT (-87.76550083 41.93850674),41.93850674,-87.76550083,5535 W Belmont Ave,Dos De Oro,1,Type B
POINT (-87.667067 41.898430999999995),41.898431,-87.667067,917 North Ashland Avenue,917 N. Ashland,1,Type B
POINT (-87.733857 41.910019999999996),41.91002,-87.733857,4300 West North Avenue,4300 West North Avenue - Library,3,Type B
POINT (-87.75229 41.95848900000001),41.958489,-87.75229,4253-4257 North Milwaukee Avenue,"4259 N. Milwaukee, Simon's Tacos",1,Type B
POINT (-87.66474 41.811169),41.811169,-87.66474,4533-4537 South Ashland Avenue,Casa Catalina [Catholic Charities]-4537 S. Ashland Avenue,1,Type B
POINT (-87.62815999999998 41.88183999999999),41.88184,-87.62816,7 West Madison Street,107 S. State,1,Type B
POINT (-87.62589099999998 41.855744999999985),41.855745,-87.625891,1926-1934 South Wabash Avenue,Wabash and Cullerton,1,Type B
POINT (-87.65562399999999 41.85760499999999),41.857605,-87.655624,1163 West 18th Street,Perez Restaurant-1163 W 18th Street,1,Type B
POINT (-87.61294199999999 41.70757600000001),41.707576,-87.612942,414-418 East 103rd Street,424 East 103rd Street - Pullman Church,1,Type B
POINT (-87.649023 41.942297999999994),41.942298,-87.649023,3311-3319 North Halsted Street,3311 North Halsted Street - Out of the Closet,1,Type B
POINT (-87.778721 41.95266800000001),41.952668,-87.778721,3949-3955 North Meade Avenue,STUDIO TEATRALNE MODJESKA,1,Type B
POINT (-87.690538 41.972347),41.972347,-87.690538,5009-5011 North Lincoln Avenue,5011 N Lincoln Ave,2,Decorative
POINT (-87.66909394 41.94019012),41.94019012,-87.66909394,3216 N Lincoln Ave,The Little Gym of Chicago,1,Type B
POINT (-87.709766 41.909855),41.909855,-87.709766,3301-3329 West North Avenue,Arcadia Liquors,2,Type B
POINT (-87.693849 41.909985999999996),41.909986,-87.693849,2645 West North Avenue,Boulevard Bar,1,Type B
POINT (-87.6621 41.98997700000001),41.989977,-87.6621,1232 W. Thorndale,Bethany Church & Chicago Friends School,3,Type B
POINT (-87.63600699999999 41.89712099999999),41.897121,-87.636007,814 North Franklin Street,814 N. Franklin St.,2,Type B
POINT (-87.759314 41.966059),41.966059,-87.759314,4720 North Milwaukee Avenue,O'Reilly's Auto Parts,1,Type B
POINT (-87.62078799999999 41.891402),41.891402,-87.620788,280 East Illinois Street,Fairbanks & Grand - Whole Foods,1,Type B
POINT (-87.693423 41.966501),41.966501,-87.693423,4663 North Rockwell Street,Bloom Yoga Studio,1,Type B
POINT (-87.710293 41.930495),41.930495,-87.710293,2664-2734 North Milwaukee Avenue,"Logan Square Fitness 2719 North Spaulding Avenue, Chicago IL 60647",2,Type B
POINT (-87.687918 41.90301399999999),41.903014,-87.687918,2421 W. Division,Pathways in Education,2,Type B
POINT (-87.668422 41.944842),41.944842,-87.668422,3443-3459 North Ashland Avenue,Loyola Press,2,Type B
POINT (-87.635849 41.89628400000001),41.896284,-87.635849,750 North Franklin Street,Ritual Hot Yoga,1,Type B
POINT (-87.674164 41.88065499999999),41.880655,-87.674164,1901 West Madison Street,"United Center, 1901 W. Madison St",5,Type B
POINT (-87.667964 41.990818999999995),41.990819,-87.667964,1501 W. Elmdale,"Senn Park,  Immanuel Lutheran church, & Families Together Co-Op Preschool",3,Type B
POINT (-87.632831 41.88917699999999),41.889177,-87.632831,300 North LaSalle Boulevard,300 North LaSalle Boulevard,3,Type B
POINT (-87.67829299999998 41.953108999999976),41.953109,-87.678293,3930 North Lincoln Avenue,"Bike shop, CBC",2,Type B
POINT (-87.636506 41.883427999999995),41.883428,-87.636506,101 North Upper Wacker Drive,101 North Wacker Drive,1,Type B
POINT (-87.594123 41.791367),41.791367,-87.594123,1315 East 57th Street,FedEx/Kinko's 1317 E 57th St,1,Type B
POINT (-87.64852399999998 41.728122000000006),41.728122,-87.648524,9130 South Vincennes Avenue,9130 South Vincennes Avenue - Rehoboth Apostolic Workshop Center,1,Type B
POINT (-87.65970361999999 41.93244213999999),41.93244214,-87.65970362,1225 W Diversey,BJB Properties,1,Type B
POINT (-87.660494 41.933515),41.933515,-87.660494,2850 North Lincoln Avenue,2847 N. Lincoln,1,Type B
POINT (-87.687305 41.899054),41.899054,-87.687305,950 North Western Avenue,Sportsmans Club,1,Type B
POINT (-87.62229799999999 41.885417999999994),41.885418,-87.622298,142 North Stetson Avenue,142 North Stetson Avenue,2,Type B
POINT (-87.564709 41.75687400000001),41.756874,-87.564709,7601-7611 South Phillips Avenue,7601 South Phillips Avenue - Chicago Youth Center,2,Type B
POINT (-87.674174 41.97991999999999),41.97992,-87.674174,1744-1754 West Balmoral Avenue,"1744 W. Balmoral, Pauline's",2,Type B
POINT (-87.642005 41.88881799999999),41.888818,-87.642005,555 West Kinzie Street,555 W. Kinzie Alta at K Station,1,Type B
POINT (-87.659811 41.85768899999999),41.857689,-87.659811,1323 West 18th Street,Alvarez Hardware-1323 W 18th Street,1,Type B
POINT (-87.699896 41.93221199999999),41.932212,-87.699896,2858 West Diversey Avenue,Francisco and Diversey,1,Type B
POINT (-87.681379 41.847997),41.847997,-87.681379,2410 S. Leavitt Street,Irma C. Ruiz Elementary School-2410 S. Leavitt Street,1,Type B
POINT (-87.630093 41.896814),41.896814,-87.630093,800 North Dearborn Street,800 North Dearborn Street - Pizano's Pizza,1,Type B
POINT (-87.78138956 41.9384207),41.9384207,-87.78138956,6200 W Belmont Ave,Dunkin,1,Type B
POINT (-87.53554727 41.7041703),41.7041703,-87.53554727,10512 S Ewing,ProHealth Care Center,2,Type B
POINT (-87.70096763999999 41.87356289),41.87356289,-87.70096764,601 S. Sacramento Blvd,The Original Maxwell Street Grill,1,Type B
POINT (-87.67067399999999 41.857947),41.857947,-87.670674,1750 West 18th Street,Pilsen Photo Studio-1650 W. 18th Street,1,Type B
POINT (-87.668236 41.93839599999999),41.938396,-87.668236,3111-3121 North Ashland Avenue,Little Green Tree House,2,Type B
POINT (-87.76400897999999 41.99739915999999),41.99739916,-87.76400898,5404 W. Devon Avenue,Sun Flower Early Learning,1,Type B
POINT (-87.64930999999999 41.951647),41.951647,-87.64931,3811 North Broadway,3815 North Broadway - Subway,1,Type B
POINT (-87.697036 41.89745200000001),41.897452,-87.697036,860-864 North California Avenue,860 N. California Ave,1,Type B
POINT (-87.64973399999998 41.94921000000001),41.94921,-87.649734,3700 North Halsted Street - Kit Kat Club,3700 North Halsted Street - Kit Kat Club,1,Type B
POINT (-87.634473 41.894386),41.894386,-87.634473,664-678 North Wells Street,678 North Wells Street - CVS,1,Type B
POINT (-87.64369299999998 41.74989599999999),41.749896,-87.643693,7923-7925 South Halsted Street,7923 South Halsted Street - Aida Food Market,1,Type B
POINT (-87.649162 41.948887),41.948887,-87.649162,3651 North Halsted Street,3651 North Halsted Street - Wrigleyville Vet Center,1,Type B
POINT (-87.626744 41.88652900000001),41.886529,-87.626744,35 West Wacker Drive,35 West Wacker Drive,1,Type B
POINT (-87.688278 41.947737999999994),41.947738,-87.688278,3635 N. Western Ave,3635 N. Western Ave,4,Type B
POINT (-87.671367 41.959349),41.959349,-87.671367,1713 W Cullom Ave,1713 W Cullom Ave,4,Type B
POINT (-87.65194 41.95710499999999),41.957105,-87.65194,4101 North Broadway,The Shift,2,Type B
POINT (-87.686362 41.891305),41.891305,-87.686362,515 North Western Avenue,515 N. Western Ave.,1,Type B
POINT (-87.75176800000001 41.975259),41.975259,-87.751768,5180 N. Elston,"Hokule'a Academy of Polynesian Arts, 5180 N. Elston",2,Type B
POINT (-87.66465599999998 41.81150199999998),41.811502,-87.664656,4523 South Ashland Avenue,Panaderia La Central-4524 S. Ashland Avenue,1,Type B
POINT (-87.62180999999998 41.896765),41.896765,-87.62181,225 East Chicago Avenue,225 East Chicago Avenue - Lurie's Children's Hospital,3,Type B
POINT (-87.695024 41.822632),41.822632,-87.695024,3900 South California Avenue,Police station by California & Pershing,1,Type B
POINT (-87.59870300000001 41.65589499999999),41.655895,-87.598703,951 E. 132nd Place,"CYC Building, 951 E. 132nd Place",2,Type B
POINT (-87.687163 41.92042599999999),41.920426,-87.687163,2117 North Western Avenue,2117 North Western Avenue - Martha's Unisex Salon,1,Type B
POINT (-87.707577 41.811749999999996),41.81175,-87.707577,4477 South Archer Avenue,Brighton Park Neighborhood Council-4477 S. Archer Ave.,1,Type B
POINT (-87.677293 41.903184),41.903184,-87.677293,1211 N. Damen,Colectivo Coffee,1,Type B
POINT (-87.73149400000001 41.94375699999999),41.943757,-87.731494,3435 N. Milwaukee,"3435 N. Milwaukee, Bacardi Bikes",1,Type B
POINT (-87.59690099999999 41.759994),41.759994,-87.596901,7427-7429 South South Chicago Avenue,7427 South South Chicago Avenue - Just Christ Ministries,1,Type B
POINT (-87.754368 41.960262),41.960262,-87.754368,4356-4358 North Milwaukee Avenue,4356-4358 North Milwaukee Avenue,1,Type B
POINT (-87.636066 41.879528),41.879528,-87.636066,318 West Adams Street,318 W. Adams,1,Type B
POINT (-87.65459100000001 41.956546),41.956546,-87.654591,4101 N. Sheridan Rd,4101 N. Sheridan Rd,1,Type B
POINT (-87.75737734 41.93152921),41.93152921,-87.75737734,5222 W Diversey Ave,Mr. Pollo,1,Decorative
POINT (-87.64988799999999 41.952118999999996),41.952119,-87.649888,3838 North Broadway,3838 North Broadway - BJB Properties,1,Type B
POINT (-87.676103 41.939857),41.939857,-87.676103,1902 W Belmont,1902 W Belmont,1,Type B
POINT (-87.718072 41.93941499999999),41.939415,-87.718072,3614 West Belmont Avenue,VAUDEZILLA Studios,1,Type B
POINT (-87.680333 41.93531000000001),41.93531,-87.680333,2957 North Hoyne Avenue,"Alcott College Prep, 2957 N Hoyne Ave",5,Type B
POINT (-87.669878 41.995586999999986),41.995587,-87.669878,6237 North Clark Street,"Helix Cafe, 6237 North Clark Street",1,Type B
POINT (-87.668612 41.90503799999999),41.905038,-87.668612,1265-1305 North Milwaukee Avenue,Bar Method Wicker Park,1,Type B
POINT (-87.77605202 41.93524529),41.93524529,-87.77605202,3015 N. Austin Avenue,3015 N. Austin Avenue,1,Type B
POINT (-87.62344699999998 41.677853),41.677853,-87.623447,17 West 119th Street,17 West 119th Street - One Lord One Faith,1,Type B
POINT (-87.64825299999998 41.88376300000001),41.883763,-87.648253,113-125 North Green Street,SoHo House 113 N Green St.,2,Type B
POINT (-87.67644395 41.90301791),41.90301791,-87.67644395,1941 W Division St,1941 W Division St,1,Decorative
POINT (-87.69637898999999 41.92224904),41.92224904,-87.69637899,2274 N Milwaukee,Family Dollar,2,Type B
POINT (-87.634016 41.876495),41.876495,-87.634016,412 South Wells Street,Enso Dojo,2,Type B
POINT (-87.67218100000001 41.73598900000001),41.735989,-87.672181,1946-1948 West 87th Street,1946 West 87th Street - Lovely Learning Lab,1,Type B
POINT (-87.69232187 41.91770823999999),41.91770824,-87.69232187,2560 W Armitage Ave,Willow + Elm Wellness,1,Type B
POINT (-87.654807 41.87105400000001),41.871054,-87.654807,900 South Aberdeen Street,Sheridan Park,2,Type B
POINT (-87.645124 41.88590899999998),41.885909,-87.645124,660 West Lake Street,660-666 W Lake St,1,Corral
POINT (-87.67477599999998 41.90889799999999),41.908898,-87.674776,1501 North Milwaukee Avenue,1501 North Milwaukee Avenue - Vintage by Round 2,1,Type B
POINT (-87.66840699999999 41.854831000000004),41.854831,-87.668407,1659 West Cullerton Street,Caminos De Michoacan,1,Type B
POINT (-87.63858299999998 41.86797500000001),41.867975,-87.638583,1101 S. Canal St,Whole Foods,2,Type B
POINT (-87.673449 41.89214100000001),41.892141,-87.673449,1835 West Ohio Street,Talcott Elementary School,4,Type B
POINT (-87.667941 41.71222099999999),41.712221,-87.667941,9956-9958 South Walden Parkway,99th St Metra station,2,Type B
POINT (-87.69723766999999 41.92438495),41.92438495,-87.69723767,2353 N California,Pretty Cool,1,Type B
POINT (-87.65200899999999 41.92797999999999),41.92798,-87.652009,2535-2537 North Lincoln Avenue,Seder Dental 2523 N Lincoln,1,Type B
POINT (-87.65671499999999 41.882584),41.882584,-87.656715,30 N. Racine,30 N. Racine,2,Type B
POINT (-87.66844599999999 41.808310999999996),41.808311,-87.668446,1725 West 47th Street,"Bella's Funtes, 1725 W. 47th St.",2,Type B
POINT (-87.67699499999999 41.953968),41.953968,-87.676995,1911-1921 West Irving Park Road,"Blue Bird Day, 1921 W Irving Park Rd",2,Type B
POINT (-87.65116399999998 41.879901),41.879901,-87.651164,112 South Sangamon Street,Chicago,2,Type B
POINT (-87.64813299999999 41.73577),41.73577,-87.648133,955 West 87th Street,955 West 87th Street - Fatou African Hair Braiding,1,Type B
POINT (-87.62498599999999 41.88299000000001),41.88299,-87.624986,30 North Michigan Avenue,77 East Washington Street,1,Type B
POINT (-87.71615426999999 41.851782009999994),41.85178201,-87.71615427,2165 S. Millard,Offices,1,Type B
POINT (-87.69016 41.97111),41.97111,-87.69016,4915 N. Lincoln,4915 N. Lincoln,1,Decorative
POINT (-87.687616 41.916277999999984),41.916278,-87.687616,1910 North Western Avenue,1910 North Western Avenue,2,Type B
